# This file was generated by compile.regmap.R, followed by translation
# of non-ASCII characters (letter with accents):
#
#   iconv -f utf8 -t ascii//TRANSLIT regmap.csv > regmap_new.csv
#   mv regmap_new.csv regmap.csv
#
array_id,ecotype_id,median_intensity,latitude,longitude,nativename,firstname,surname,site,region,country,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
1053,7228,422,50.3833,8.0666,Li-5:3,Albert,Kranz,Li,,GER,10.1785,-13.9635,-2.6783,23.7167,-1.2624,36.3916,-12.3188,0.8323,0.7296,8.6138,5.7386,0.5998,5.6322,12.3633,15.3993,12.0846,-17.5601,4.2797,-8.8842,-13.6055
1054,7301,436,41.5,2.25,Pla-1,Albert,Kranz,Pla,Southern Europe,ESP,10.2865,-2.1802,18.4871,9.8719,-1.4222,-6.6393,27.139,8.036,-6.8911,4.4266,-10.544,-28.4126,12.9406,13.1279,-18.3994,37.4209,-5.0265,15.5235,29.1077,-2.4725
1055,7109,588,51.3,0.5,Ema-1,Eric,Holub,Ema,Northern Europe,UK,55.9462,3.526,51.6649,-68.7386,18.604,19.6437,-19.183,36.8219,60.8186,-8.5113,-20.9596,-0.2692,1.8581,11.6425,-26.5046,14.6054,1.7473,-6.2865,-2.7358,-34.4086
1058,6987,708,48.0683,7.62551,Ak-1,Albert,Kranz,Ak,Western Europe,GER,5.1913,-28.0078,0.1394,30.619,2.5587,14.7399,-8.327,-6.7,5.9535,-3.4891,-5.8071,3.1304,2.0239,-10.7641,-6.1132,5.4442,-16.8604,10.3985,-5.6152,-1.9947
1059,7028,766,49.5166,9.3166,Bch-1,Albert,Kranz,Bch,Western Europe,GER,0.6632,-2.1259,-0.2084,-0.2417,-11.7,17.5229,4.4053,9.8624,-3.029,10.8572,7.653,-4.3862,4.6451,4.5669,20.1947,0.5828,-7.1026,0.8979,3.2907,-10.2213
1060,7029,745,49.5166,9.3166,Bch-3,Albert,Kranz,Bch,Western Europe,GER,-3.9875,8.3491,-2.2398,-3.4811,-22.5012,20.7791,13.5734,16.8126,-2.6798,20.7503,18.1045,-10.5103,-21.7756,-7.3761,16.3092,-7.5436,0.6242,-14.0359,25.9295,-9.6373
1061,7030,589,49.5166,9.3166,Bch-4,Albert,Kranz,Bch,Western Europe,GER,-8.3688,10.0736,-17.4598,2.3619,-17.5396,28.752,1.5127,-2.7297,-0.9733,9.9873,-1.5454,0.1468,-8.6366,-3.1596,4.344,-8.7482,-1.9413,6.7288,-4.2885,-11.8272
1062,7013,444,52.4584,13.287,Bd-0,Albert,Kranz,Bd,Western Europe,GER,-27.0442,-13.5485,-6.2599,-2.04,-5.787,18.3159,-3.1294,9.8045,1.4186,-4.0336,-0.5114,3.3519,-8.1575,-14.367,-9.7034,13.6599,-0.8177,9.8858,-2.7201,0.6093
1066,7017,591,41.6833,2.8,Bla-11,Albert,Kranz,Bla,Southern Europe,ESP,7.4995,-1.9302,20.7288,8.6236,0.1384,-2.9217,27.7942,6.7596,1.275,6.8153,-4.0321,-22.7534,12.7087,9.2319,-21.4701,38.0649,-6.9891,12.8466,30.1181,1.1848
1067,7032,654,50.0167,8.6667,Bsch-2,Albert,Kranz,Bsch,Western Europe,GER,-6.3172,-22.6944,-3.8516,15.3384,-2.1106,24.3009,-2.1238,-0.1383,1.4751,1.4713,2.7726,-7.5334,1.3146,-17.4867,8.7849,14.6105,-7.7071,-5.2563,4.1617,10.7674
1069,7073,595,53.7502,34.7361,Chi-1,Albert,Kranz,Chi,Eastern Europe,RUS,-43.0401,-6.9562,-14.9874,-4.091,1.2732,15.7085,6.0476,16.3808,-8.4764,-34.4009,-1.0133,-24.1834,-10.2349,-5.6154,8.7368,6.2664,-7.6964,-0.1096,-1.7046,1.0761
1071,242,1045,48.6667,-4.06667,MOG-37,Valerie,Le Corre,MOG,Western Europe,FRA,33.188,-2.3611,31.1809,-18.3394,-2.913,0.8995,5.9422,0.3357,-12.517,3.7334,17.5438,-11.0827,17.6909,-5.4883,-9.8962,7.943,-10.5455,-7.4856,7.8294,8.0411
1072,104,982,48.5167,-4.06667,LDV-14,Valerie,Le Corre,LDV,Western Europe,FRA,25.8751,0.7412,29.0278,-10.4321,-2.7587,-2.5133,8.8499,-5.2662,-7.0642,1.5338,19.6629,3.2224,11.5626,-15.6283,-7.3502,-3.2057,-2.5231,-15.2026,1.068,2.502
1073,282,925,46.6667,4.11667,TOU-A1-116,Fabrice,Roux,TOU-A1,Western Europe,FRA,20.1316,-26.5679,27.7035,36.6806,6.584,-15.1147,24.2712,-11.0809,9.8026,-3.3925,-0.1352,-0.1193,-10.4818,4.3381,-2.4098,1.2732,2.9968,-2.0514,-9.9473,6.1919
1074,96,1239,47.7,6.81667,LAC-5,Valerie,Le Corre,LAC,Western Europe,FRA,2.865,-23.4332,16.7966,21.3884,7.7547,-7.5775,2.7808,-2.9631,2.9303,-2.7233,-6.1107,-2.2558,0.9184,-3.4504,3.2883,4.3862,-2.5997,6.9922,0.9484,-2.7034
1075,23,866,48.2667,-4.58333,CAM-16,Valerie,Le Corre,CAM,Western Europe,FRA,39.6643,-4.8786,32.7456,-25.5602,4.1248,1.9125,6.5481,-3.0978,-13.5407,1.9832,11.184,-8.2141,11.0902,-2.141,-3.2284,8.4618,-1.0529,-4.8148,-6.5708,8.0601
1077,6102,970,55.6,13.2,T1130,Mattias,Jakobsson,Staff 15,S Sweden,SWE,-26.3981,-2.7723,-5.649,-10.0927,-28.3201,-2.3841,-2.7943,-1.6059,-5.4929,-15.2567,9.4524,28.2945,-2.5648,11.6372,-20.7756,2.058,-9.7253,1.7787,3.6894,-2.979
1136,6938,242,55.7522,37.6322,Ms-0,Albert,Kranz,Ms,,RUS,-44.2726,-3.2704,-7.8017,-1.2604,3.0721,5.9773,8.1628,17.7637,-9.4018,-39.4803,-7.6598,-39.5745,-6.5142,-4.1946,12.985,-11.6077,7.1245,1.8804,6.0653,0.753
1138,8304,392,52,5,Hi-0,Albert,Kranz,Hi,Western Europe,NED,-2.1811,-21.451,0.9318,18.2726,1.1188,20.1939,-2.315,-0.7853,3.2901,1.4207,-0.9603,3.9395,-2.7216,-1.2431,1.5004,4.1702,-17.3842,5.0785,7.8974,-12.1195
1147,8238,665,51.15,0.4,Kent,Magnus,Nordborg,Kent,,UK,-7.2315,-24.0391,0.5184,11.6213,-11.0624,26.3353,5.4018,1.5998,10.6074,19.2744,7.8712,1.6577,2.5772,-2.8397,24.004,23.3949,-26.7844,-12.1744,8.7231,-4.6023
1148,8386,442,58.9,11.2,Sr:5,Ivo,Cetl,Sr,C Sweden,SWE,-51.8311,-48.2326,-21.9617,-18.3224,21.0247,-7.9575,-0.2795,-10.2675,3.5753,9.2625,-5.1051,3.48,-8.1535,-4.2337,-13.446,-3.1438,2.3017,1.3617,-1.4716,-1.4839
1149,8348,529,50.5,8.5,Nw-0,Albert,Kranz,Nw,,GER,1.3214,-21.7954,-11.4758,25.9155,-9.2921,60.0996,-7.7345,-4.2843,3.1473,7.678,2.4364,8.0123,7.8217,15.052,17.3411,7.8281,-28.085,0.6198,1.0768,5.4023
1154,1416,452,62.8,18.2,Rod-45,Jon,Agren,Rod,N Sweden,SWE,-56.4522,85.6787,12.3516,8.2257,24.3114,-1.38,-5.7567,-11.3995,2.9512,6.3198,-2.8506,-0.3318,-7.4483,-9.1304,4.1154,17.7044,-12.8699,-24.7799,-25.466,0.9361
1155,6237,640,62.9619,18.35,TOM 03,Mattias,Jakobsson,TOM,N Sweden,SWE,-58.7397,110.042,16.5766,15.6042,49.2879,1.1643,-13.1245,-24.953,14.4656,3.002,13.4563,7.4357,-11.413,5.521,-3.9043,-11.9211,-0.7171,7.1144,21.1334,-2.0721
1156,6226,592,62.7994,17.9033,THO 08,Mattias,Jakobsson,THO,N Sweden,SWE,-46.0922,85.717,7.707,8.8141,28.1384,-0.0846,-3.3616,-10.6028,-1.5648,4.4624,-6.9647,5.5655,4.8646,-8.0298,4.2971,13.3587,-14.7262,-14.5454,-23.0812,-3.8145
1157,6184,638,62.8892,18.4522,TBO 01,Mattias,Jakobsson,TBO,N Sweden,SWE,-47.3115,83.4434,6.1313,10.0167,29.6786,-0.5317,-6.3056,-4.2838,0.2831,1.808,-9.3551,4.2218,-0.6587,-7.7052,10.6898,18.6023,-20.0735,-10.8742,-18.4454,-3.6038
1158,6174,391,62.8719,18.3422,TAD 06,Mattias,Jakobsson,TAD,N Sweden,SWE,-58.762,105.45,12.5823,11.1641,45.0182,-0.3605,-7.5411,-17.2916,11.8646,-1.4145,17.5058,6.4706,-6.3092,-1.9343,-0.7752,-9.2446,8.0147,13.6,21.4038,1.913
1159,6172,729,62.8717,18.3436,TAD 04,Mattias,Jakobsson,TAD,N Sweden,SWE,-59.2597,103.9909,12.1476,13.9089,47.8072,-1.7234,-7.8145,-17.5513,12.239,-4.5326,18.6429,6.6807,-8.6627,-1.3791,0.7579,-10.8761,6.4323,14.1802,23.3908,3.2715
1160,6171,634,62.8717,18.3444,TAD 03,Mattias,Jakobsson,TAD,N Sweden,SWE,-61.4954,110.0392,13.3349,14.3508,47.8151,-1.4533,-7.3569,-17.3573,12.2477,-4.5039,18.3224,5.1299,-5.9715,0.1596,1.5611,-13.0896,5.7624,13.0935,22.488,4.6082
1161,6170,571,62.8717,18.3442,TAD 02,Mattias,Jakobsson,TAD,N Sweden,SWE,-59.5319,109.5772,12.9985,14.3186,42.8263,-3.5816,-8.5671,-18.5943,12.0404,-2.8239,18.0198,4.0568,-7.5847,4.3805,1.0809,-15.5944,7.6324,13.8353,21.53,2.8332
1163,6151,632,55.6528,13.2244,T990,Mattias,Jakobsson,Staff 3,S Sweden,SWE,-8.9154,9.6778,4.5382,2.1154,-24.3901,-4.4764,1.8507,9.6459,-6.571,13.9317,7.2492,8.0571,-10.5643,-4.1495,-4.3273,2.7727,9.6268,2.2184,2.9679,-4.2061
1164,6150,606,55.9261,13.5319,T980,Mattias,Jakobsson,Hoor 15,S Sweden,SWE,-20.5406,17.645,13.6503,-5.1358,-81.7912,-43.0679,-29.568,-33.0397,18.4169,4.9131,-4.8672,-20.1459,2.2115,5.3477,10.6147,3.4035,-3.0229,-2.7446,3.6852,4.4636
1165,6149,481,55.9281,13.5481,T970,Mattias,Jakobsson,Hoor 16,S Sweden,SWE,-17.9002,20.3228,9.5005,-4.8832,-82.4505,-33.5144,-27.2836,-29.4653,19.6032,2.9888,-5.3569,-16.9064,0.3559,-0.0082,5.3366,4.6913,-5.3266,-4.4542,-0.662,-0.6482
1166,6148,532,55.9319,13.5508,T960,Mattias,Jakobsson,Hoor 17,S Sweden,SWE,-25.366,10.8757,9.9368,-6.5913,-63.3035,-23.8204,-15.2605,-9.9835,7.6175,-2.6606,1.1321,3.2707,6.2719,4.2429,-0.9957,-2.087,-6.0026,-3.251,4.3408,-2.7558
1167,6147,489,55.9425,13.5675,T950,Mattias,Jakobsson,Hoor 14,S Sweden,SWE,-35.4969,2.0061,-4.4063,-6.1633,-29.2264,0.562,-2.3941,3.0405,-7.1944,-21.5367,11.6416,41.8163,7.4203,16.017,-18.2825,-4.5401,-11.3111,-4.325,4.7864,3.8747
1168,6146,586,55.9575,13.5686,T940,Mattias,Jakobsson,Hoor 12,S Sweden,SWE,-23.8253,27.3157,11.4456,-6.9053,-84.3103,-37.7033,-29.9552,-37.1102,14.3622,2.5823,-5.7838,-15.2351,-1.937,4.502,2.0745,2.3859,1.4334,-4.7539,5.4793,2.8915
1169,6145,524,55.9497,13.5533,T930,Mattias,Jakobsson,Hoor 11,S Sweden,SWE,-20.1635,24.8187,14.5214,-7.9391,-92.5528,-45.3394,-31.6616,-38.3928,23.3858,7.8898,-10.813,-27.1147,0.8456,-0.5783,11.5994,2.6953,-3.305,-1.6469,-4.7129,-4.3001
1170,6144,589,55.9506,13.5361,T920,Mattias,Jakobsson,Hoor 10,S Sweden,SWE,-23.4807,22.3826,9.6041,-4.6525,-87.0249,-40.2267,-30.5945,-33.8163,18.6807,3.9764,-5.844,-20.0709,-5.5868,0.1261,5.986,1.7286,-5.92,-2.6415,-1.2103,0.9647
1171,6142,679,55.9428,13.5558,T900,Mattias,Jakobsson,Hoor 5,S Sweden,SWE,-18.6244,24.6746,14.6095,-8.0758,-87.873,-40.3144,-29.6865,-35.6783,19.2143,6.5583,-7.0092,-25.6739,-1.4321,-4.1459,7.7038,8.5782,-2.4365,-1.8746,-1.5523,0.4338
1172,6141,590,55.9414,13.5542,T890,Mattias,Jakobsson,Hoor 4,S Sweden,SWE,-26.6587,0.8201,-9.6078,-5.3021,-35.701,0.409,-3.5315,10.6453,-9.4196,-12.5547,14.3743,38.4824,9.454,19.1292,-9.8493,1.9813,-14.7964,-1.8295,7.5031,9.7349
1173,6137,470,55.9419,13.5603,T850,Mattias,Jakobsson,Hoor 6,S Sweden,SWE,-23.9789,15.7506,7.376,-8.4366,-76.2416,-29.6999,-22.494,-20.1472,12.7773,-1.8856,-6.5857,-14.8349,-0.8547,2.2579,5.0053,5.9233,4.8916,-5.3741,0.0512,5.6178
1174,6136,531,55.9336,13.5519,T840,Mattias,Jakobsson,Hoor 3,S Sweden,SWE,-22.1888,25.9016,11.9627,-5.5657,-99.4038,-48.0957,-34.668,-41.6052,20.2369,1.0685,-8.9702,-20.7371,-4.5366,1.2795,4.5628,6.5352,-6.6086,2.5339,3.872,3.1753
1175,6131,653,55.8369,13.3181,T780,Mattias,Jakobsson,Eslov 14,S Sweden,SWE,-25.0566,16.7135,3.906,-6.3352,-76.88,-30.0905,-21.1292,-20.1071,12.336,-4.1899,-2.7067,-2.5849,3.1347,10.5424,-2.2112,-0.7368,-3.2526,-1.2193,5.287,9.3382
1176,6134,556,55.8383,13.2906,T810,Mattias,Jakobsson,Eslov 15,S Sweden,SWE,-30.6488,-0.8321,-2.7102,-9.344,-35.7129,-3.2603,-0.37,-0.5577,-10.8195,-22.0479,15.178,43.573,7.3613,24.1164,-15.9255,1.0257,-12.4931,-7.0378,4.0825,9.5903
1177,6133,294,55.8364,13.2906,T800,Mattias,Jakobsson,Eslov 16,S Sweden,SWE,-29.9009,14.4494,7.2038,-7.3325,-72.44,-26.5404,-22.136,-22.7345,10.9541,-5.3182,-0.6836,0.9132,6.4374,8.4569,-3.135,2.5875,-7.1985,-1.4174,4.3302,1.6484
1178,6132,450,55.8386,13.3186,T790,Mattias,Jakobsson,Eslov 17,S Sweden,SWE,-30.2632,21.7646,4.2814,-7.9702,-66.472,-21.4431,-21.7087,-13.4642,6.6396,-7.7145,-2.2613,1.8923,3.8873,3.3307,0.3545,2.8651,-3.9733,-8.9872,-1.7825,-4.366
1179,6129,613,55.8544,13.2875,T750,Mattias,Jakobsson,Eslov 10,S Sweden,SWE,-24.1472,14.0734,7.4963,-7.2104,-73.0706,-29.7773,-18.2121,-22.5401,10.6018,-4.4418,2.8441,0.9622,6.5482,5.4787,3.9822,3.4046,-9.5021,-5.1876,4.0735,-0.5637
1180,6128,520,55.8397,13.2881,T740,Mattias,Jakobsson,Eslov 13,S Sweden,SWE,-28.9147,-2.7661,-6.0599,-1.4095,-35.1464,-5.1781,-7.6058,7.354,-1.2135,-21.1916,11.9733,40.1818,7.959,16.4253,-10.4636,-0.8998,-9.9794,-3.0061,7.5368,-12.7737
1181,6127,413,55.8428,13.3058,T730,Mattias,Jakobsson,Eslov 3,S Sweden,SWE,-24.0015,-6.2155,-4.1894,-7.7419,-37.8573,-4.8982,-1.0429,5.7015,-6.154,-16.4922,13.7852,34.0287,10.5497,24.4144,-5.7071,1.4813,-20.3521,-4.0457,13.0346,5.8495
1182,6126,614,55.8411,13.3047,T720,Mattias,Jakobsson,Eslov 6,S Sweden,SWE,-33.7157,-4.02,-8.4111,-7.164,-40.8535,-6.4326,-8.7528,10.8912,-11.8187,-28.6507,17.2522,45.2656,10.7589,23.9517,-19.4245,2.0482,-12.114,-3.0187,1.8789,7.2077
1183,6125,1086,55.8403,13.3106,T710,Mattias,Jakobsson,Eslov 5,S Sweden,SWE,-23.5062,26.4482,12.4545,-3.738,-94.397,-40.0159,-31.1968,-34.1412,20.3832,4.3049,-7.7572,-21.656,2.6978,3.0652,3.9159,7.2029,-7.2281,-1.0781,3.2474,5.8054
1185,6123,413,55.8369,13.3033,T680,Mattias,Jakobsson,Eslov 9,S Sweden,SWE,-33.1893,-0.831,-3.7231,-7.0792,-36.0668,-13.5936,-6.2927,6.8782,-6.4826,-24.4819,12.2144,42.0433,6.2116,19.6505,-17.8161,3.3015,-8.5716,-2.328,11.33,0.7895
1186,6122,454,55.8364,13.3075,T670,Mattias,Jakobsson,Eslov 7,S Sweden,SWE,-23.6701,25.2562,6.5346,-3.5457,-88.9855,-43.6576,-31.1906,-37.8458,15.7847,0.0749,-4.0079,-15.1195,1.3186,5.8184,4.7731,1.1261,-1.6864,2.33,4.8147,2.1282
1187,6121,538,55.8422,13.3019,T640,Mattias,Jakobsson,Eslov 2,S Sweden,SWE,-30.8771,-1.3874,-3.8617,-9.1546,-40.6445,-8.0219,-5.1122,-1.5595,-4.4741,-25.2622,13.4042,46.2399,11.8862,24.0083,-16.5182,1.2976,-14.8133,-11.4162,13.0732,1.1886
1188,6119,661,55.7,13.2,T620,Mattias,Jakobsson,Trastv.,S Sweden,SWE,-30.6661,-2.7305,-4.5027,-8.2126,-29.099,-3.9073,-0.5974,6.825,-7.6271,-22.0894,11.4878,34.4317,8.0262,14.2885,-14.0532,-0.0696,-2.5826,0.1169,5.7427,2.3917
1189,6116,612,55.8,13.1369,T590,Mattias,Jakobsson,Kavlinge 15,S Sweden,SWE,-26.9423,-0.3245,-8.2608,-5.7706,-37.0415,-4.507,-4.2569,7.4765,-7.6134,-24.3622,11.0448,38.1804,9.3514,14.5619,-15.4981,4.1856,-13.847,-1.6783,-0.1089,-0.0377
1190,6115,746,55.8,13.1367,T580,Mattias,Jakobsson,Kavlinge 14,S Sweden,SWE,-30.6944,-3.5002,-6.0759,-0.3054,-34.5049,0.9386,-9.4704,10.1413,-5.1746,-30.8737,14.4764,46.0775,4.4661,23.0583,-13.5559,5.1153,-15.2304,-0.3035,1.7915,-4.4862
1191,6114,887,55.8097,13.1342,T570,Mattias,Jakobsson,Kavlinge 13,S Sweden,SWE,-30.1384,-0.7703,-2.7603,-4.9817,-33.6786,-6.8539,-6.8828,5.4006,-2.6631,-29.7777,15.704,48.1844,12.7789,24.4782,-14.95,2.1781,-16.8122,-5.4672,2.825,2.7795
1192,6111,461,55.7989,13.1219,T530,Mattias,Jakobsson,Kavlinge 1,S Sweden,SWE,-25.3772,-3.9331,-5.0179,-5.4214,-30.6498,0.9978,-1.7083,2.858,-13.0696,-16.614,12.3619,32.3871,8.7804,13.7501,-12.2734,-0.5775,2.6895,-6.2537,3.5134,5.2395
1193,6110,577,55.7958,13.1217,T520,Mattias,Jakobsson,Kavlinge 4,S Sweden,SWE,-21.8317,-1.0226,-2.019,-6.6511,-30.8068,-2.9745,-3.7086,4.1271,-9.8577,-14.0443,10.4811,23.3812,-0.3048,14.3443,-20.3202,-0.9685,0.4944,2.3213,0.0423,0.1335
1195,6108,703,55.7989,13.1206,T480,Mattias,Jakobsson,Kavlinge 3,S Sweden,SWE,32.6836,0.3378,33.4638,-17.92,0.7177,-1.4236,10.553,-15.5203,-35.6198,10.2378,23.8981,-2.6736,4.5852,-16.0939,-13.6844,8.7436,10.4226,5.0022,11.4918,23.7663
1196,6107,820,55.7942,13.1222,T470,Mattias,Jakobsson,Kavlinge 9,S Sweden,SWE,-31.2208,2.0039,-1.5555,-5.8929,-38.5788,-7.8898,-3.696,6.7286,-6.7979,-22.8905,16.9525,38.3597,5.4742,25.8022,-13.5304,-1.1789,-6.9106,-6.9861,6.0202,3.8759
1197,6106,601,55.7931,13.1186,T460,Mattias,Jakobsson,Kavlinge 8,S Sweden,SWE,-31.5805,0.7608,-5.297,-3.7612,-35.1259,-6.1167,-8.8675,2.7884,-6.4228,-31.6288,15.4938,48.4266,2.8879,29.4303,-14.3876,5.364,-15.9923,0.4988,5.7313,-3.3893
1198,6104,889,55.7,13.2,T1160,Mattias,Jakobsson,Lund 16,S Sweden,SWE,-23.0441,35.45,14.1789,-4.3653,-99.3671,-46.3232,-36.5275,-39.4302,24.856,9.9296,-10.8866,-29.3068,0.5826,-1.3233,8.8488,1.9352,3.278,2.0534,5.7116,0.1658
1199,6103,504,55.7,13.2,T1150,Mattias,Jakobsson,Lund 13,S Sweden,SWE,-17.6591,33.7816,15.7584,-4.9143,-98.077,-43.919,-36.8333,-43.0737,28.44,10.5146,-13.0019,-31.4194,-1.0329,-4.0654,9.8251,1.6313,1.3678,3.402,0.9504,-6.002
1201,6101,1196,55.6,13.2,T1120,Mattias,Jakobsson,Staff 16,S Sweden,SWE,-18.2195,9.702,1.961,-2.2324,-28.986,-0.7765,0.9655,2.0843,-6.7574,-7.787,12.6984,32.544,1.7224,7.8266,-12.052,-3.5987,-7.5825,-1.7207,5.1359,1.4485
1202,6100,605,55.6,13.2,T1110,Mattias,Jakobsson,Staff 17,S Sweden,SWE,-28.5049,-4.7479,-6.4133,-6.7973,-31.4255,-2.2888,-4.6096,5.5722,-6.96,-12.3104,12.7975,34.8895,4.0869,19.7647,-11.0903,1.1525,-10.2876,-2.9615,0.9042,8.4063
1203,6099,884,55.6575,13.2386,T1090,Mattias,Jakobsson,Staff 12,S Sweden,SWE,-16.1817,12.6373,0.3164,-7.1608,-28.7191,-0.3503,5.0364,2.8403,-9.9439,-2.8972,9.2012,18.8044,3.009,0.4926,-5.7231,-9.4818,-0.4096,-1.3067,-1.7793,1.1221
1204,6098,863,55.6561,13.2178,T1080,Mattias,Jakobsson,Staff 11,S Sweden,SWE,-12.026,5.6235,-2.919,0.9363,-23.495,-0.0818,3.7679,15.4625,-4.2764,-1.0536,4.962,15.6386,5.3944,8.3754,6.99,-3.5091,-2.1222,-10.3465,-0.4648,0.3702
1205,6097,1307,55.6481,13.2264,T1070,Mattias,Jakobsson,Staff 9,S Sweden,SWE,-27.8161,-5.9851,-3.0553,-3.6032,-33.7327,-5.0284,-3.9613,4.9379,-4.0854,-21.1087,10.0421,34.3745,4.0364,21.7483,-8.7833,5.0724,-10.2589,-8.5758,2.534,6.5372
1207,6095,801,55.6486,13.2161,T1050,Mattias,Jakobsson,Staff 7,S Sweden,SWE,-27.9832,-9.5028,-4.7511,-6.1435,-34.3042,-5.5822,-4.3978,6.1799,-7.5638,-22.2004,14.7545,42.1253,2.8116,20.892,-17.2407,6.9451,-13.6059,-2.0867,6.1374,-3.875
1209,6093,817,55.6497,13.2203,T1030,Mattias,Jakobsson,Staff 5,S Sweden,SWE,-23.4195,0.0551,-5.3068,-1.6797,-37.1619,-7.1802,-7.0308,4.3395,-4.6096,-28.5143,11.4741,39.5239,14.4934,14.6906,-14.5401,-1.6207,-10.6801,0.1257,6.5188,-6.5047
1210,6092,715,55.6514,13.2233,T1020,Mattias,Jakobsson,Staff 6,S Sweden,SWE,-27.7672,-0.822,-4.5456,-3.5754,-29.1222,-4.3629,-7.8168,14.8056,-6.7722,-11.8703,14.3551,34.7379,-0.9038,12.3754,-16.0317,1.9333,-5.107,-5.4569,-2.3607,-2.5843
1211,6091,1470,55.6525,13.215,T1010,Mattias,Jakobsson,Staff 1,S Sweden,SWE,-23.4056,37.654,17.1866,-5.4741,-111.1241,-53.0958,-43.2574,-45.4051,29.1788,11.1305,-13.8243,-35.967,-2.9132,-3.867,14.0348,2.2413,-0.3397,0.0456,2.9261,1.8212
1212,6090,979,55.6525,13.2197,T1000,Mattias,Jakobsson,Staff 2,S Sweden,SWE,-33.4684,-3.0206,-9.2554,-9.6055,-29.8885,1.5338,-1.1379,13.6899,-8.7105,-19.8421,9.5883,35.6544,5.4173,15.7914,-4.0638,-2.5685,-11.8849,-4.3856,-1.1447,7.4836
1213,6177,890,62.6322,17.69,TAL 03,Mattias,Jakobsson,TAL,N Sweden,SWE,-54.7725,91.0071,14.7902,6.9504,24.4051,-1.5863,-2.8435,-8.8672,1.7788,2.0758,-1.023,-2.2933,-6.6344,-11.1761,4.2763,15.1763,-12.965,-20.9523,-18.2871,1.1036
1214,6221,634,62.806,18.1896,TGR 02,Mattias,Jakobsson,TGR,N Sweden,SWE,-58.5357,105.0157,16.3601,17.249,39.8057,-5.825,-8.04,-16.5595,8.1164,2.0218,13.9035,12.1766,-6.0302,7.1082,1.4302,-7.5546,8.4465,1.8198,17.3219,-2.2593
1215,6244,631,62.9169,18.4728,TRA 01,Mattias,Jakobsson,TRA,N Sweden,SWE,-59.5805,108.4361,15.4939,13.2789,42.5324,-0.4348,-9.8239,-21.7896,9.8623,0.6463,14.0779,5.7145,-8.9809,0.145,-0.1192,-9.663,1.6372,9.2442,14.713,-3.208
1217,6241,513,62.9614,18.3608,TOM 07,Mattias,Jakobsson,TOM,N Sweden,SWE,-59.6637,107.1277,16.0599,14.9196,48.7984,0.7132,-13.5589,-22.5969,11.9586,1.6042,10.0447,8.7315,-11.3868,3.0435,-0.7252,-7.5864,-8.7133,5.1639,16.4674,-2.5956
1218,6240,700,62.9622,18.35,TOM 06,Mattias,Jakobsson,TOM,N Sweden,SWE,-59.1378,106.8699,15.5024,16.231,47.6815,-0.3188,-13.7242,-22.2241,11.8793,1.54,9.1958,9.7179,-12.2761,3.9761,-2.4656,-6.5047,-8.6659,5.6486,16.5782,-3.2329
1219,6238,780,62.9619,18.35,TOM 04,Mattias,Jakobsson,TOM,N Sweden,SWE,-57.789,107.3746,14.1044,15.3883,46.7614,-2.2885,-13.4259,-22.9186,12.2858,1.9047,11.1381,10.7112,-9.9554,5.382,-3.1918,-7.1632,-1.6953,7.3252,19.4288,-2.6593
1220,6236,1212,62.9617,18.36,TOM 02,Mattias,Jakobsson,TOM,N Sweden,SWE,-60.7846,112.309,18.4162,16.0134,50.3361,1.4533,-13.5901,-24.7482,13.3263,0.9471,11.2375,8.2121,-11.3194,6.8399,-1.4667,-10.01,-6.0842,5.6065,19.9626,-2.1345
1221,6235,664,62.9611,18.3589,TOM 01,Mattias,Jakobsson,TOM,N Sweden,SWE,-62.0991,111.6073,18.1762,16.1059,51.5953,0.0984,-14.4374,-24.1066,12.7933,0.798,11.9979,9.4694,-11.5468,7.4051,0.433,-9.4831,-6.567,6.0031,19.2563,-2.1093
1222,6220,687,62.806,18.1896,TGR 01,Mattias,Jakobsson,TGR,N Sweden,SWE,-52.6592,79.4157,12.9099,9.0364,24.5316,-3.3375,-4.5367,-3.4125,-0.6053,6.1436,-10.3207,1.5083,-5.2748,-13.4189,6.1385,26.0104,-25.3952,-19.2266,-26.015,-4.6541
1223,6218,579,63.0172,18.3283,TFA 08,Mattias,Jakobsson,TFA,N Sweden,SWE,-55.7172,86.8934,6.9634,10.3937,47.9751,-0.1409,1.0602,-10.4824,-3.2274,-5.8831,-1.7588,-6.573,2.3218,31.405,-4.0071,1.7286,2.6572,5.7934,-6.3196,7.8304
1224,6217,1090,63.0169,18.3283,TFA 07,Mattias,Jakobsson,TFA,N Sweden,SWE,-56.9241,99.1949,12.0186,12.1992,49.7618,-3.4686,-1.1704,-18.7249,-1.3787,-1.8781,4.309,-4.7214,1.7451,32.3418,-1.999,-3.7372,4.3944,5.2938,-3.5721,8.1817
1225,6216,826,63.0167,18.3283,TFA 06,Mattias,Jakobsson,TFA,N Sweden,SWE,-55.6474,93.8863,9.6892,12.3803,50.7841,-1.2376,1.0343,-19.462,-1.2115,-4.2122,4.9532,-2.12,0.1229,34.6799,-5.8068,-2.0317,1.9362,4.0574,-6.4831,8.6681
