POPRES_ID	Source	Gender	Country_Self	Country_Mother	Country_Father	Country_MGF	Country_MGM	Country_PGF	Country_PGM	PrimaryLanguage	Wave	ContOrig	Region	Cluster	tagGPconsens	tagGPnodiscord	tagGP2_2	groups3	groups4	exRelated	exPCAout	FourGPequal	exNotEuro	exThinSwissUK	exMix
22363	Lausanne	F	Spain	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Spain	Spain	Spain	EuropeSW	EuropeSW	0	0	NA	0	0	0
22390	Lausanne	M	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
22454	Lausanne	M	Italy	Italy	Italy	Italy	Italy	Italy	Italy	Italian	4	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	1	0	0	0
22525	Lausanne	F	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
22628	Lausanne	F	Italy	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	NA	0	0	0
22632	Lausanne	F	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	German	4	European	European	European	Switzerland	Swiss-German	Switzerland	EuropeC	EuropeC	0	0	1	0	0	0
22675	Lausanne	F	Hungary	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Hungary	Hungary	Hungary	EuropeE	EuropeNNE	0	0	NA	0	0	0
22834	Lausanne	F	France	France	France	France	France	France	France	French	4	European	European	European	France	France	France	EuropeW	EuropeW	0	0	1	0	0	0
22897	Lausanne	F	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portuguese	4	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	1	0	0	0
22935	Lausanne	M	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
22986	Lausanne	M	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
23002	Lausanne	F	Switzerland	Belgium	Belgium	Belgium	Belgium	Belgium	Belgium	French	4	European	European	European	Belgium	Belgium	Belgium	EuropeW	EuropeW	0	0	1	0	0	0
23087	Lausanne	F	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portuguese	4	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	1	0	0	0
23107	Lausanne	M	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portuguese	4	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	1	0	0	0
23210	Lausanne	F	France	France	France	France	France	France	France	French	4	European	European	European	France	France	France	EuropeW	EuropeW	0	0	1	0	0	0
23282	Lausanne	M	Germany	France	France	France	France	France	France	French	4	European	European	European	France	France	France	EuropeW	EuropeW	0	0	1	0	0	0
23292	Lausanne	M	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
23299	Lausanne	M	Italy	Italy	Italy	Italy	Italy	Italy	Italy	Italian	4	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	1	0	0	0
23364	Lausanne	M	Italy	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	NA	0	0	0
23389	Lausanne	F	France	France	France	France	France	France	France	French	4	European	European	European	France	France	France	EuropeW	EuropeW	0	0	1	0	0	0
23427	Lausanne	M	Switzerland	Italy	Italy	Italy	Italy	Italy	Italy	French	4	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	1	0	0	0
23454	Lausanne	F	France	France	France	France	France	France	France	French	4	European	European	European	France	France	France	EuropeW	EuropeW	0	0	1	0	0	0
23635	Lausanne	F	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portuguese	4	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	1	0	0	0
23842	Lausanne	F	Italy	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	NA	0	0	0
23919	Lausanne	F	Italy	Italy	Italy	Italy	Italy	Italy	Italy	Italian	4	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	1	0	0	0
23938	Lausanne	F	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portuguese	4	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	1	0	0	0
23980	Lausanne	M	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
24014	Lausanne	F	France	France	France	France	France	France	France	French	4	European	European	European	France	France	France	EuropeW	EuropeW	0	0	1	0	0	0
24029	Lausanne	F	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
24082	Lausanne	M	Spain	Spain	Spain	Spain	Spain	Spain	Spain	Spanish	4	European	European	European	Spain	Spain	Spain	EuropeSW	EuropeSW	0	0	1	0	0	0
24212	Lausanne	F	Belgium	Belgium	Belgium	Belgium	Belgium	Belgium	Belgium	French	4	European	European	European	Belgium	Belgium	Belgium	EuropeW	EuropeW	0	0	1	0	0	0
24231	Lausanne	F	Latvia	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Latvia	Latvia	Latvia	EuropeNE	EuropeNNE	0	0	NA	0	0	0
24250	Lausanne	M	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	German	4	European	European	European	Switzerland	Swiss-German	Switzerland	EuropeC	EuropeC	0	0	1	0	0	0
24255	Lausanne	M	Switzerland	Italy	Italy	Italy	Italy	Italy	Italy	Italian	4	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	1	0	0	0
24261	Lausanne	M	France	France	France	France	France	France	France	French	4	European	European	European	France	France	France	EuropeW	EuropeW	0	0	1	0	0	0
24266	Lausanne	M	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portuguese	4	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	1	0	0	0
24338	Lausanne	M	Congo	Belgium	Belgium	Belgium	Belgium	Belgium	Belgium	Dutch	4	European	European	European	Belgium	Belgium	Belgium	EuropeW	EuropeW	0	0	1	0	0	0
24432	Lausanne	F	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Italian	4	European	European	European	Switzerland	Swiss-Italian	Switzerland	EuropeS	EuropeS	0	0	1	0	0	0
24438	Lausanne	M	Spain	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Spain	Spain	Spain	EuropeSW	EuropeSW	0	0	NA	0	0	0
24499	Lausanne	F	Italy	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	NA	0	0	0
24512	Lausanne	F	Czech Republic	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Czech Republic	Czech Republic	Czech Republic	EuropeE	EuropeNNE	0	0	NA	0	0	0
24623	Lausanne	M	Spain	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Spain	Spain	Spain	EuropeSW	EuropeSW	0	0	NA	0	0	0
24625	Lausanne	M	Italy	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	NA	0	0	0
24654	Lausanne	M	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
24681	Lausanne	F	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portuguese	4	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	1	0	0	0
24722	Lausanne	M	Italy	Italy	Italy	Italy	Italy	Italy	Italy	Italian	4	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	1	0	0	0
24735	Lausanne	F	Spain	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Spain	Spain	Spain	EuropeSW	EuropeSW	0	0	NA	0	0	0
24837	Lausanne	M	Italy	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	NA	0	0	0
24860	Lausanne	F	Spain	Spain	Spain	Spain	Spain	Spain	Spain	Spanish	4	European	European	European	Spain	Spain	Spain	EuropeSW	EuropeSW	0	0	1	0	0	0
24923	Lausanne	M	Spain	Spain	Spain	Spain	Spain	Spain	Spain	Spanish	4	European	European	European	Spain	Spain	Spain	EuropeSW	EuropeSW	0	0	1	0	0	0
24957	Lausanne	F	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	German	4	European	European	European	Switzerland	Swiss-German	Switzerland	EuropeC	EuropeC	0	0	1	0	0	0
24966	Lausanne	M	Switzerland	Italy	Italy	Italy	Italy	Italy	Italy	Italian	4	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	1	0	0	0
24981	Lausanne	M	Italy	Italy	Italy	Italy	Italy	Italy	Italy	Italian	4	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	1	0	0	0
25016	Lausanne	M	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portuguese	4	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	1	0	0	0
25017	Lausanne	F	Romania	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Romania	Romania	Romania	EuropeSE	EuropeSE	0	0	NA	0	0	0
25058	Lausanne	M	Portugal	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	NA	0	0	0
25077	Lausanne	M	Italy	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	NA	0	0	0
25098	Lausanne	M	Yugoslavia	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Yugoslavia	Yugoslavia	Yugoslavia	EuropeSE	EuropeSE	0	0	NA	0	0	0
25172	Lausanne	F	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	German	4	European	European	European	Switzerland	Swiss-German	Switzerland	EuropeC	EuropeC	0	0	1	0	0	0
25276	Lausanne	F	France	France	France	France	France	France	France	French	4	European	European	European	France	France	France	EuropeW	EuropeW	0	0	1	0	0	0
25289	Lausanne	M	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portuguese	4	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	1	0	0	0
25313	Lausanne	M	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
25413	Lausanne	F	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
25476	Lausanne	M	Portugal	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	NA	0	0	0
25514	Lausanne	M	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
25560	Lausanne	F	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portuguese	4	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	1	0	0	0
25564	Lausanne	M	Romania	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Romania	Romania	Romania	EuropeSE	EuropeSE	0	0	NA	0	0	0
25577	Lausanne	M	Italy	Italy	Italy	Italy	Italy	Italy	Italy	Italian	4	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	1	0	0	0
25674	Lausanne	M	Italy	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	NA	0	0	0
25681	Lausanne	M	France	France	France	France	France	France	France	French	4	European	European	European	France	France	France	EuropeW	EuropeW	0	0	1	0	0	0
25801	Lausanne	F	Spain	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Spain	Spain	Spain	EuropeSW	EuropeSW	0	0	NA	0	0	0
25814	Lausanne	M	Germany	Germany	Germany	Germany	Germany	Germany	Germany	German	4	European	European	European	Germany	Germany	Germany	EuropeC	EuropeC	0	0	1	0	0	0
25969	Lausanne	M	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portuguese	4	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	1	0	0	0
25999	Lausanne	F	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
26031	Lausanne	F	Italy	Italy	Italy	Italy	Italy	Italy	Italy	Italian	4	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	1	0	0	0
26075	Lausanne	F	France	France	France	France	France	France	France	French	4	European	European	European	France	France	France	EuropeW	EuropeW	0	0	1	0	0	0
26184	Lausanne	M	Switzerland	Italy	Italy	Italy	Italy	Italy	Italy	Italian	4	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	1	0	0	0
26385	Lausanne	M	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portuguese	4	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	1	0	0	0
26466	Lausanne	M	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portuguese	4	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	1	0	0	0
26469	Lausanne	F	Italy	Italy	Italy	Italy	Italy	Italy	Italy	French	4	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	1	0	0	0
26498	Lausanne	M	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
26544	Lausanne	F	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	German	4	European	European	European	Switzerland	Swiss-German	Switzerland	EuropeC	EuropeC	0	0	1	0	0	0
26684	Lausanne	M	Spain	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Spain	Spain	Spain	EuropeSW	EuropeSW	0	0	NA	0	0	0
26714	Lausanne	F	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
26734	Lausanne	M	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
26790	Lausanne	F	France	France	France	France	France	France	France	French	4	European	European	European	France	France	France	EuropeW	EuropeW	0	0	1	0	0	0
26942	Lausanne	M	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portuguese	4	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	1	0	0	0
27085	Lausanne	M	Belgium	Belgium	Belgium	Belgium	Belgium	Belgium	Belgium	Dutch	4	European	European	European	Belgium	Belgium	Belgium	EuropeW	EuropeW	0	0	1	0	0	0
27198	Lausanne	M	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Italian	4	European	European	European	Switzerland	Swiss-Italian	Switzerland	EuropeS	EuropeS	0	0	1	0	0	0
27302	Lausanne	F	Congo	Belgium	Belgium	Belgium	Belgium	Belgium	Belgium	French	4	European	European	European	Belgium	Belgium	Belgium	EuropeW	EuropeW	0	0	1	0	0	0
27479	Lausanne	F	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portuguese	4	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	1	0	0	0
27493	Lausanne	M	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portuguese	4	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	1	0	0	0
27494	Lausanne	F	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	German	4	European	European	European	Switzerland	Swiss-German	Switzerland	EuropeC	EuropeC	0	0	1	0	0	0
27592	Lausanne	F	France	France	France	France	France	France	France	French	4	European	European	European	France	France	France	EuropeW	EuropeW	0	0	1	0	0	0
27630	Lausanne	M	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
27717	Lausanne	F	Netherlands	Netherlands	Netherlands	Netherlands	Netherlands	Netherlands	Netherlands	Dutch	4	European	European	European	Netherlands	Netherlands	Netherlands	EuropeC	EuropeC	0	0	1	0	0	0
27766	Lausanne	M	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portuguese	4	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	1	0	0	0
27788	Lausanne	F	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
27833	Lausanne	F	Hungary	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Hungary	Hungary	Hungary	EuropeE	EuropeNNE	0	0	NA	0	0	0
27874	Lausanne	F	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
27958	Lausanne	F	Switzerland	Greece	Greece	Greece	Greece	Greece	Greece	French	4	European	European	European	Greece	Greece	Greece	EuropeSE	EuropeSE	0	0	1	0	0	0
27986	Lausanne	F	Yugoslavia	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Yugoslavia	Yugoslavia	Yugoslavia	EuropeSE	EuropeSE	0	0	NA	0	0	0
28005	Lausanne	F	Czech Republic	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Czech Republic	Czech Republic	Czech Republic	EuropeE	EuropeNNE	0	0	NA	0	0	0
28027	Lausanne	F	Yugoslavia	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Yugoslavia	Yugoslavia	Yugoslavia	EuropeSE	EuropeSE	0	0	NA	0	0	0
28098	Lausanne	M	France	France	France	France	France	France	France	French	4	European	European	European	France	France	France	EuropeW	EuropeW	0	0	1	0	0	0
28099	Lausanne	M	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	German	4	European	European	European	Switzerland	Swiss-German	Switzerland	EuropeC	EuropeC	0	0	1	0	0	0
28100	Lausanne	F	Italy	Italy	Italy	Italy	Italy	Italy	Italy	Italian	4	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	1	0	0	0
28113	Lausanne	F	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
28148	Lausanne	M	Spain	Spain	Spain	Spain	Spain	Spain	Spain	Spanish	4	European	European	European	Spain	Spain	Spain	EuropeSW	EuropeSW	0	0	1	0	0	0
28226	Lausanne	F	Italy	Italy	Italy	Italy	Italy	Italy	Italy	Italian	4	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	1	0	0	0
28361	Lausanne	F	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
28469	Lausanne	F	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
28594	Lausanne	F	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
28611	Lausanne	F	Albania	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Albania	Albania	Albania	EuropeSE	EuropeSE	0	0	NA	0	0	0
28794	Lausanne	F	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	German	4	European	European	European	Switzerland	Swiss-German	Switzerland	EuropeC	EuropeC	0	0	1	0	0	0
28821	Lausanne	M	Italy	Italy	Italy	Italy	Italy	Italy	Italy	Italian	4	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	1	0	0	0
28843	Lausanne	M	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
28853	Lausanne	F	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	German	4	European	European	European	Switzerland	Swiss-German	Switzerland	EuropeC	EuropeC	0	0	1	0	0	0
28914	Lausanne	M	Portugal	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	NA	0	0	0
29066	Lausanne	F	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portuguese	4	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	1	0	0	0
29196	Lausanne	F	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	German	4	European	European	European	Switzerland	Swiss-German	Switzerland	EuropeC	EuropeC	0	0	1	0	0	0
29218	Lausanne	M	Romania	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Romania	Romania	Romania	EuropeSE	EuropeSE	0	0	NA	0	0	0
29315	Lausanne	M	Spain	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Spain	Spain	Spain	EuropeSW	EuropeSW	0	0	NA	0	0	0
29336	Lausanne	M	Macedonia	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Macedonia	Macedonia	Macedonia	EuropeSE	EuropeSE	0	0	NA	0	0	0
29389	Lausanne	F	Austria	Austria	Austria	Austria	Austria	Austria	Austria	German	4	European	European	European	Austria	Austria	Austria	EuropeC	EuropeC	0	0	1	0	0	0
29405	Lausanne	F	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
29424	Lausanne	M	Italy	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	NA	0	0	0
29461	Lausanne	M	Switzerland	Spain	Spain	Spain	Spain	Spain	Spain	Spanish	4	European	European	European	Spain	Spain	Spain	EuropeSW	EuropeSW	0	0	1	0	0	0
29471	Lausanne	F	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portuguese	4	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	1	0	0	0
29507	Lausanne	M	Hungary	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Hungary	Hungary	Hungary	EuropeE	EuropeNNE	0	0	NA	0	0	0
29511	Lausanne	M	Italy	Italy	Italy	Italy	Italy	Italy	Italy	Italian	4	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	1	0	0	0
29542	Lausanne	M	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portuguese	4	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	1	0	0	0
29556	Lausanne	M	Czech Republic	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Czech Republic	Czech Republic	Czech Republic	EuropeE	EuropeNNE	0	0	NA	0	0	0
29587	Lausanne	F	Russia	Russia	Russia	Russia	Russia	Russia	Russia	Russian	4	European	European	European	Russia	Russia	Russia	EuropeNE	EuropeNNE	0	0	1	0	0	0
29604	Lausanne	M	Italy	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	NA	0	0	0
29607	Lausanne	M	Italy	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	NA	0	0	0
29686	Lausanne	M	Spain	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Spain	Spain	Spain	EuropeSW	EuropeSW	0	0	NA	0	0	0
29711	Lausanne	F	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portuguese	4	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	1	0	0	0
29747	Lausanne	M	Italy	Italy	Italy	Italy	Italy	Italy	Italy	Italian	4	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	1	0	0	0
29754	Lausanne	M	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portuguese	4	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	1	0	0	0
29824	Lausanne	F	Portugal	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	NA	0	0	0
29883	Lausanne	M	Italy	Italy	Italy	Italy	Italy	Italy	Italy	Italian	4	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	1	0	0	0
29966	Lausanne	F	Sweden	Italy	Italy	Italy	Italy	Italy	Italy	Italian	4	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	1	0	0	0
30003	Lausanne	F	Spain	Spain	Spain	Spain	Spain	Spain	Spain	Spanish	4	European	European	European	Spain	Spain	Spain	EuropeSW	EuropeSW	0	0	1	0	0	0
30031	Lausanne	M	Yugoslavia	Serbia	Serbia	Serbia	Serbia	Serbia	Serbia	Hungarian	4	European	European	European	Serbia	Serbia	Serbia	EuropeSE	EuropeSE	0	0	1	0	0	0
30071	Lausanne	F	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Italian	4	European	European	European	Switzerland	Swiss-Italian	Switzerland	EuropeS	EuropeS	0	0	1	0	0	0
30072	Lausanne	M	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
30105	Lausanne	F	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	German	4	European	European	European	Switzerland	Swiss-German	Switzerland	EuropeC	EuropeC	0	0	1	0	0	0
30109	Lausanne	M	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
