POPRES_ID	Source	Gender	Country_Self	Country_Mother	Country_Father	Country_MGF	Country_MGM	Country_PGF	Country_PGM	PrimaryLanguage	Wave	ContOrig	Region	Cluster	tagGPconsens	tagGPnodiscord	tagGP2_2	groups3	groups4	exRelated	exPCAout	FourGPequal	exNotEuro	exThinSwissUK	exMix
1756	Lausanne	M	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
1783	Lausanne	M	Spain	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Spain	Spain	Spain	EuropeSW	EuropeSW	0	0	NA	0	0	0
1788	Lausanne	F	Italy	Italy	Italy	Italy	Italy	Italy	Italy	Italian	4	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	1	0	0	0
1799	Lausanne	M	Switzerland	France	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
1843	Lausanne	M	Italy	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	NA	0	0	0
1852	Lausanne	M	Switzerland	Italy	Italy	Italy	Italy	Italy	Italy	Italian	4	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	1	0	0	0
1853	Lausanne	F	Switzerland	Switzerland	Switzerland	Germany	Germany	NA	NA	German	4	European	European	European	Germany	Germany	Germany	EuropeC	EuropeC	0	0	NA	0	0	0
1890	Lausanne	M	Czech Republic	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Czech Republic	Czech Republic	Czech Republic	EuropeE	EuropeNNE	0	0	NA	0	0	0
1923	Lausanne	M	Bosnia-Herzegovina	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Bosnia-Herzegovina	Bosnia-Herzegovina	Bosnia-Herzegovina	EuropeSE	EuropeSE	0	0	NA	0	0	0
1934	Lausanne	F	Italy	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	NA	0	0	0
1957	Lausanne	M	Poland	Poland	Poland	Poland	Poland	Poland	Poland	Polish	4	European	European	European	Poland	Poland	Poland	EuropeNE	EuropeNNE	0	0	1	0	0	0
2009	Lausanne	M	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portuguese	4	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	1	0	0	0
2035	Lausanne	F	France	France	France	France	France	France	France	French	4	European	European	European	France	France	France	EuropeW	EuropeW	0	0	1	0	0	0
2083	Lausanne	M	Yugoslavia	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Yugoslavia	Yugoslavia	Yugoslavia	EuropeSE	EuropeSE	0	0	NA	0	0	0
2093	Lausanne	M	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
2164	Lausanne	F	Italy	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	NA	0	0	0
2224	Lausanne	F	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	German	4	European	European	European	Switzerland	Swiss-German	Switzerland	EuropeC	EuropeC	0	0	1	0	0	0
2232	Lausanne	F	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
2233	Lausanne	F	Italy	Italy	Italy	Italy	Italy	Italy	Italy	French	4	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	1	0	0	0
2314	Lausanne	F	France	France	France	France	France	France	France	French	4	European	European	European	France	France	France	EuropeW	EuropeW	0	0	1	0	0	0
2391	Lausanne	M	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portuguese	4	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	1	0	0	0
2431	Lausanne	F	Switzerland	Italy	Italy	Switzerland	Switzerland	Switzerland	Switzerland	Italian	4	European	European	European	Switzerland	Swiss-Italian	Switzerland	EuropeS	EuropeS	0	0	1	0	0	0
2526	Lausanne	F	Cyprus	Cyprus	Cyprus	Cyprus	Cyprus	Cyprus	Cyprus	Greek	4	European	European	European	Cyprus	Cyprus	Cyprus	EuropeESE	EuropeanESE	0	0	1	0	0	0
2578	Lausanne	F	Italy	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	NA	0	0	0
2676	Lausanne	F	Italy	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	NA	0	0	0
2733	Lausanne	M	Yugoslavia	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Yugoslavia	Yugoslavia	Yugoslavia	EuropeSE	EuropeSE	0	0	NA	0	0	0
2872	Lausanne	M	Spain	Spain	Spain	Spain	Spain	Spain	Spain	Spanish	4	European	European	European	Spain	Spain	Spain	EuropeSW	EuropeSW	0	0	1	0	0	0
2878	Lausanne	F	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portuguese	4	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	1	0	0	0
2883	Lausanne	M	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portuguese	4	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	1	0	0	0
2971	Lausanne	F	Italy	Italy	Italy	Italy	Italy	Italy	Italy	Italian	4	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	1	0	0	0
2989	Lausanne	F	Switzerland	Italy	Italy	Italy	Italy	Italy	Italy	Italian	4	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	1	0	0	0
3091	Lausanne	M	Spain	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Spain	Spain	Spain	EuropeSW	EuropeSW	0	0	NA	0	0	0
3096	Lausanne	F	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portuguese	4	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	1	0	0	0
3153	Lausanne	F	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
3161	Lausanne	M	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
3213	Lausanne	F	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
3417	Lausanne	M	Italy	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Italian	4	European	European	European	Switzerland	Swiss-Italian	Switzerland	EuropeS	EuropeS	0	0	1	0	0	0
3467	Lausanne	F	Yugoslavia	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Yugoslavia	Yugoslavia	Yugoslavia	EuropeSE	EuropeSE	0	0	NA	0	0	0
3483	Lausanne	F	Netherlands	Netherlands	Netherlands	Netherlands	Netherlands	Netherlands	Netherlands	Dutch	4	European	European	European	Netherlands	Netherlands	Netherlands	EuropeC	EuropeC	0	0	1	0	0	0
3548	Lausanne	M	Romania	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Romania	Romania	Romania	EuropeSE	EuropeSE	0	0	NA	0	0	0
3606	Lausanne	M	Germany	Germany	Germany	Germany	Germany	NA	Germany	German	4	European	European	European	Germany	Germany	Germany	EuropeC	EuropeC	0	0	NA	0	0	0
3645	Lausanne	M	France	France	France	France	France	France	France	French	4	European	European	European	France	France	France	EuropeW	EuropeW	0	0	1	0	0	0
3685	Lausanne	F	Belgium	Belgium	Belgium	Belgium	Belgium	Belgium	Belgium	French	4	European	European	European	Belgium	Belgium	Belgium	EuropeW	EuropeW	0	0	1	0	0	0
3740	Lausanne	M	Yugoslavia	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Yugoslavia	Yugoslavia	Yugoslavia	EuropeSE	EuropeSE	0	0	NA	0	0	0
3829	Lausanne	M	Spain	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Spain	Spain	Spain	EuropeSW	EuropeSW	0	0	NA	0	0	0
3916	Lausanne	M	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
3935	Lausanne	M	Spain	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Spain	Spain	Spain	EuropeSW	EuropeSW	0	0	NA	0	0	0
4104	Lausanne	F	Greece	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Greece	Greece	Greece	EuropeSE	EuropeSE	0	0	NA	0	0	0
4108	Lausanne	F	Bosnia-Herzegovina	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Bosnia-Herzegovina	Bosnia-Herzegovina	Bosnia-Herzegovina	EuropeSE	EuropeSE	0	0	NA	0	0	0
4133	Lausanne	F	Belgium	Belgium	Belgium	Belgium	Belgium	Belgium	Belgium	French	4	European	European	European	Belgium	Belgium	Belgium	EuropeW	EuropeW	0	0	1	0	0	0
4148	Lausanne	M	Italy	Italy	Italy	Italy	Italy	Italy	Italy	Italian	4	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	1	0	0	0
4162	Lausanne	F	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
4213	Lausanne	F	Italy	Italy	Italy	Italy	Italy	Italy	Italy	Italian	4	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	1	0	0	0
4218	Lausanne	M	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
4316	Lausanne	F	Spain	Spain	Spain	Spain	Spain	Spain	Spain	Spanish	4	European	European	European	Spain	Spain	Spain	EuropeSW	EuropeSW	0	0	1	0	0	0
4385	Lausanne	M	Spain	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Spain	Spain	Spain	EuropeSW	EuropeSW	0	0	NA	0	0	0
4479	Lausanne	M	Italy	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	NA	0	0	0
4488	Lausanne	M	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portuguese	4	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	1	0	0	0
4506	Lausanne	M	Bosnia-Herzegovina	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Bosnia-Herzegovina	Bosnia-Herzegovina	Bosnia-Herzegovina	EuropeSE	EuropeSE	0	0	NA	0	0	0
4530	Lausanne	M	France	France	France	France	France	France	France	French	4	European	European	European	France	France	France	EuropeW	EuropeW	0	0	1	0	0	0
4539	Lausanne	F	Italy	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	NA	0	0	0
4575	Lausanne	F	France	France	France	France	France	France	France	French	4	European	European	European	France	France	France	EuropeW	EuropeW	0	0	1	0	0	0
4589	Lausanne	F	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	German	4	European	European	European	Switzerland	Swiss-German	Switzerland	EuropeC	EuropeC	0	0	1	0	0	0
4719	Lausanne	F	Spain	Spain	Spain	Spain	Spain	Spain	Spain	Spanish	4	European	European	European	Spain	Spain	Spain	EuropeSW	EuropeSW	0	0	1	0	0	0
4731	Lausanne	F	Austria	Austria	Austria	Austria	Austria	Austria	Austria	German	4	European	European	European	Austria	Austria	Austria	EuropeC	EuropeC	0	0	1	0	0	0
4760	Lausanne	F	Spain	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Spain	Spain	Spain	EuropeSW	EuropeSW	0	0	NA	0	0	0
4772	Lausanne	M	Spain	Spain	Spain	Spain	Spain	Spain	Spain	Spanish	4	European	European	European	Spain	Spain	Spain	EuropeSW	EuropeSW	0	0	1	0	0	0
4819	Lausanne	M	Yugoslavia	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Yugoslavia	Yugoslavia	Yugoslavia	EuropeSE	EuropeSE	0	0	NA	0	0	0
4854	Lausanne	F	France	France	France	France	France	France	France	French	4	European	European	European	France	France	France	EuropeW	EuropeW	0	0	1	0	0	0
4860	Lausanne	M	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portuguese	4	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	1	0	0	0
4890	Lausanne	F	Spain	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Spain	Spain	Spain	EuropeSW	EuropeSW	0	0	NA	0	0	0
4910	Lausanne	M	Germany	Germany	Germany	Germany	Germany	Germany	Germany	German	4	European	European	European	Germany	Germany	Germany	EuropeC	EuropeC	0	0	1	0	0	0
4980	Lausanne	M	Spain	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Spain	Spain	Spain	EuropeSW	EuropeSW	0	0	NA	0	0	0
5106	Lausanne	M	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	German	4	European	European	European	Switzerland	Swiss-German	Switzerland	EuropeC	EuropeC	0	0	1	0	0	0
5179	Lausanne	F	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
5238	Lausanne	F	Bulgaria	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Bulgaria	Bulgaria	Bulgaria	EuropeSE	EuropeSE	0	0	NA	0	0	0
5273	Lausanne	M	Yugoslavia	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Yugoslavia	Yugoslavia	Yugoslavia	EuropeSE	EuropeSE	0	0	NA	0	0	0
5315	Lausanne	M	Yugoslavia	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Yugoslavia	Yugoslavia	Yugoslavia	EuropeSE	EuropeSE	0	0	NA	0	0	0
5397	Lausanne	F	Spain	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Spain	Spain	Spain	EuropeSW	EuropeSW	0	0	NA	0	0	0
5438	Lausanne	M	Spain	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Spain	Spain	Spain	EuropeSW	EuropeSW	0	0	NA	0	0	0
5441	Lausanne	M	Italy	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	NA	0	0	0
5468	Lausanne	M	France	France	France	France	France	France	France	French	4	European	European	European	France	France	France	EuropeW	EuropeW	0	0	1	0	0	0
5475	Lausanne	M	Spain	Spain	Spain	Spain	Spain	Spain	Spain	Spanish	4	European	European	European	Spain	Spain	Spain	EuropeSW	EuropeSW	0	0	1	0	0	0
5494	Lausanne	F	Spain	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Spain	Spain	Spain	EuropeSW	EuropeSW	0	0	NA	0	0	0
5557	Lausanne	F	Italy	Italy	Italy	Italy	Italy	Italy	Italy	Italian	4	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	1	0	0	0
5569	Lausanne	M	Italy	Italy	Italy	Italy	Italy	Italy	Italy	Italian	4	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	1	0	0	0
5589	Lausanne	F	Germany	Germany	Germany	Germany	Germany	Germany	Germany	German	4	European	European	European	Germany	Germany	Germany	EuropeC	EuropeC	0	0	1	0	0	0
5613	Lausanne	M	Spain	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Spain	Spain	Spain	EuropeSW	EuropeSW	0	0	NA	0	0	0
5621	Lausanne	M	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Italian	4	European	European	European	Switzerland	Swiss-Italian	Switzerland	EuropeS	EuropeS	0	0	1	0	0	0
5664	Lausanne	F	Germany	Germany	Germany	Germany	Germany	Germany	Germany	German	4	European	European	European	Germany	Germany	Germany	EuropeC	EuropeC	0	0	1	0	0	0
5665	Lausanne	F	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
5703	Lausanne	F	Hungary	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Hungary	Hungary	Hungary	EuropeE	EuropeNNE	0	0	NA	0	0	0
5714	Lausanne	F	Italy	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	NA	0	0	0
5771	Lausanne	F	France	France	France	France	France	France	France	French	4	European	European	European	France	France	France	EuropeW	EuropeW	0	0	1	0	0	0
5802	Lausanne	M	France	France	France	France	France	France	France	French	4	European	European	European	France	France	France	EuropeW	EuropeW	0	0	1	0	0	0
5900	Lausanne	F	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portuguese	4	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	1	0	0	0
6072	Lausanne	F	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portuguese	4	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	1	0	0	0
6129	Lausanne	F	Italy	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	NA	0	0	0
6158	Lausanne	F	Germany	Germany	Germany	Germany	Germany	Germany	Germany	German	4	European	European	European	Germany	Germany	Germany	EuropeC	EuropeC	0	0	1	0	0	0
6173	Lausanne	F	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portuguese	4	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	1	0	0	0
6222	Lausanne	F	Hungary	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Hungary	Hungary	Hungary	EuropeE	EuropeNNE	0	0	NA	0	0	0
6245	Lausanne	M	France	Switzerland	Switzerland	France	France	France	France	French	4	European	European	European	France	France	France	EuropeW	EuropeW	0	0	1	0	0	0
6301	Lausanne	F	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portuguese	4	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	1	0	0	0
6370	Lausanne	F	Germany	Germany	Germany	Germany	Germany	Germany	Germany	German	4	European	European	European	Germany	Germany	Germany	EuropeC	EuropeC	0	0	1	0	0	0
6429	Lausanne	F	Spain	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Spain	Spain	Spain	EuropeSW	EuropeSW	0	0	NA	0	0	0
6483	Lausanne	M	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
6632	Lausanne	F	Hungary	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Hungary	Hungary	Hungary	EuropeE	EuropeNNE	0	0	NA	0	0	0
6647	Lausanne	F	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
6674	Lausanne	F	Switzerland	Italy	Italy	Italy	Italy	Italy	Italy	French	4	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	1	0	0	0
6717	Lausanne	M	Spain	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Spain	Spain	Spain	EuropeSW	EuropeSW	0	0	NA	0	0	0
6889	Lausanne	F	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portuguese	4	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	1	0	0	0
6979	Lausanne	M	Italy	Italy	Italy	Italy	Italy	Italy	Italy	Italian	4	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	1	0	0	0
7000	Lausanne	F	Italy	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	NA	0	0	0
7030	Lausanne	F	France	France	France	France	France	France	France	French	4	European	European	European	France	France	France	EuropeW	EuropeW	0	0	1	0	0	0
7089	Lausanne	F	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Italian	4	European	European	European	Switzerland	Swiss-Italian	Switzerland	EuropeS	EuropeS	0	0	1	0	0	0
7097	Lausanne	M	Italy	Italy	Italy	Italy	Italy	Italy	Italy	Italian	4	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	1	0	0	0
7147	Lausanne	F	Romania	Russia	Russia	Russia	Russia	Russia	Russia	Romanian	4	European	European	European	Russia	Russia	Russia	EuropeNE	EuropeNNE	0	0	1	0	0	0
7237	Lausanne	F	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	German	4	European	European	European	Switzerland	Swiss-German	Switzerland	EuropeC	EuropeC	0	0	1	0	0	0
7292	Lausanne	F	Switzerland	Spain	Spain	Spain	Spain	Spain	Spain	Spanish	4	European	European	European	Spain	Spain	Spain	EuropeSW	EuropeSW	0	0	1	0	0	0
7466	Lausanne	F	France	France	France	France	France	France	France	French	4	European	European	European	France	France	France	EuropeW	EuropeW	0	0	1	0	0	0
7474	Lausanne	F	Czech Republic	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Czech Republic	Czech Republic	Czech Republic	EuropeE	EuropeNNE	0	0	NA	0	0	0
7526	Lausanne	M	Spain	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Spain	Spain	Spain	EuropeSW	EuropeSW	0	0	NA	0	0	0
7578	Lausanne	F	France	France	France	France	France	France	France	French	4	European	European	European	France	France	France	EuropeW	EuropeW	0	0	1	0	0	0
7623	Lausanne	M	Italy	Italy	Italy	Italy	Italy	Italy	Italy	Italian	4	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	1	0	0	0
7641	Lausanne	M	Romania	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Romania	Romania	Romania	EuropeSE	EuropeSE	0	0	NA	0	0	0
7652	Lausanne	M	Italy	Italy	Italy	Italy	Italy	Italy	Italy	Italian	4	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	1	0	0	0
7700	Lausanne	M	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
7745	Lausanne	F	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
7884	Lausanne	F	Spain	Spain	Spain	Spain	Spain	Spain	Spain	Spanish	4	European	European	European	Spain	Spain	Spain	EuropeSW	EuropeSW	0	0	1	0	0	0
7898	Lausanne	M	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
7914	Lausanne	M	Italy	Italy	Italy	Italy	Italy	Italy	Italy	Italian	4	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	1	0	0	0
8044	Lausanne	F	Russia	Russia	Russia	Russia	Russia	Russia	Russia	Russian	4	European	European	European	Russia	Russia	Russia	EuropeNE	EuropeNNE	0	0	1	0	0	0
8069	Lausanne	M	Spain	Spain	Spain	Spain	Spain	Spain	Spain	Spanish	4	European	European	European	Spain	Spain	Spain	EuropeSW	EuropeSW	0	0	1	0	0	0
8079	Lausanne	M	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	German	4	European	European	European	Switzerland	Swiss-German	Switzerland	EuropeC	EuropeC	0	0	1	0	0	0
8135	Lausanne	M	Yugoslavia	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Yugoslavia	Yugoslavia	Yugoslavia	EuropeSE	EuropeSE	0	0	NA	0	0	0
8144	Lausanne	F	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portuguese	4	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	1	0	0	0
8194	Lausanne	M	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portuguese	4	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	1	0	0	0
8227	Lausanne	M	France	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portuguese	4	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	1	0	0	0
8326	Lausanne	M	Spain	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Spain	Spain	Spain	EuropeSW	EuropeSW	0	0	NA	0	0	0
8345	Lausanne	M	Austria	Austria	Austria	Austria	Austria	Austria	Austria	German	4	European	European	European	Austria	Austria	Austria	EuropeC	EuropeC	0	0	1	0	0	0
8373	Lausanne	M	Italy	Italy	Italy	Italy	Italy	Italy	Italy	Italian	4	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	1	0	0	0
8469	Lausanne	F	Romania	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Romania	Romania	Romania	EuropeSE	EuropeSE	0	0	NA	0	0	0
8581	Lausanne	M	Greece	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Greece	Greece	Greece	EuropeSE	EuropeSE	0	0	NA	0	0	0
8597	Lausanne	F	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	German	4	European	European	European	Switzerland	Swiss-German	Switzerland	EuropeC	EuropeC	0	0	1	0	0	0
8641	Lausanne	F	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
8658	Lausanne	F	Spain	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Spain	Spain	Spain	EuropeSW	EuropeSW	0	0	NA	0	0	0
8670	Lausanne	F	Hungary	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Hungary	Hungary	Hungary	EuropeE	EuropeNNE	0	0	NA	0	0	0
8709	Lausanne	F	Portugal	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	NA	0	0	0
8718	Lausanne	M	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	German	4	European	European	European	Switzerland	Swiss-German	Switzerland	EuropeC	EuropeC	0	0	1	0	0	0
8903	Lausanne	M	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portuguese	4	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	1	0	0	0
8970	Lausanne	F	Spain	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Spain	Spain	Spain	EuropeSW	EuropeSW	0	0	NA	0	0	0
